Entry Date;Property type;Tipology;Condition;Condition;Location;Price;Areas (sqm);Û/sqm;Built year;Distance;Latitude;Longitude;Characteristics
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;880000;359;2451,25;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;255000;131;1946,56;2 021 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;270000;361;747,92;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);500000;515;970,87;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;275000;316;870,25;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;570000;294;1938,78;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;130000;100;1300,00;0 Û/sqm;0 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,Aveiro,Aradas;160000;130;1230,77;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
22/08/18;Houses;T3;To Recuperate;To Recuperate;Aveiro,êlhavo,êlhavo (S‹o Salvador);150000;200;750,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
30/11/18;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;250000;175;1428,57;2 017 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;175000;376;465,43;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;540000;276;1956,52;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;280000;485;577,32;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;340000;360;944,44;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);165000;186;887,10;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;185000;141;1312,06;0 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;395000;165;2393,94;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Aradas;160000;149;1073,83;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;260000;359;724,23;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;255000;496;514,11;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
15/07/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;210000;230;913,04;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Renovated;Renovated;Aveiro,Aveiro,Gl—ria e Vera Cruz;530000;248;2137,10;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Aradas;141500;141;1003,55;1 982 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Oliveirinha;299500;204;1468,14;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Cacia;240000;217;1105,99;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
11/02/19;Houses;T3;Under Project;Under Project;Aveiro,êlhavo,Gafanha da NazarŽ;295000;240;1229,17;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;450000;240;1875,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Oliveirinha;260000;350;742,86;1 900 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Renovated;Renovated;Aveiro,Aveiro,Cacia;295000;250;1180,00;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Esgueira;465000;300;1550,00;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;380000;150;2533,33;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;245000;230;1065,22;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;630000;386;1632,12;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
14/03/19;Houses;T4;New;New;Aveiro,Aveiro,Aradas;380000;227;1674,01;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Oliveirinha;430000;261;1647,51;2 010 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;460000;205;2243,90;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;To Recuperate;To Recuperate;Aveiro,Aveiro,Cacia;175000;576;303,82;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;550000;290;1896,55;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
15/07/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;210000;309;679,61;2 015 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Oliveirinha;215000;188;1143,62;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;318000;300;1060,00;2 007 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);100000;60;1666,67;0 Û/sqm;6 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Aradas;349000;337;1035,61;2 020 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,êlhavo,Gafanha da NazarŽ;350000;276;1268,12;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Gl—ria e Vera Cruz;510000;276;1847,83;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;465000;188;2473,40;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;650000;238;2731,09;2 000 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,êlhavo,êlhavo (S‹o Salvador);375000;289;1297,58;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Cacia;245000;131;1870,23;2 021 Û/sqm;7 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;To Recuperate;To Recuperate;Aveiro,Aveiro,Oliveirinha;85000;100;850,00;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;340000;384;885,42;2 015 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;350000;217;1612,90;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T1;Ruin;Ruin;Aveiro,êlhavo,êlhavo (S‹o Salvador);120000;130;923,08;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;465000;184;2527,17;2 020 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;245000;282;868,79;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;530000;250;2120,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;212500;127;1673,23;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;110000;105;1047,62;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
30/11/18;Houses;T4;New;New;Aveiro,Aveiro,S‹o Jacinto;250000;290;862,07;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;To Recuperate;To Recuperate;Aveiro,Aveiro,Esgueira;65000;90;722,22;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;185000;151;1225,17;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Santa Joana;430000;275;1563,64;2 007 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Renovated;Renovated;Aveiro,Aveiro,Gl—ria e Vera Cruz;530000;156;3397,44;1 968 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Jacinto;380000;257;1478,60;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
07/09/20;Houses;T4;Under Project;Under Project;Aveiro,êlhavo,êlhavo (S‹o Salvador);450000;244;1844,26;0 Û/sqm;17 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,S‹o Bernardo;398000;348;1143,68;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;360000;225;1600,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;550000;350;1571,43;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,S‹o Jacinto;320000;258;1240,31;2 014 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;260000;119;2184,87;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;420000;280;1500,00;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;295000;130;2269,23;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;480000;237;2025,32;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,S‹o Bernardo;219000;153;1431,37;2 021 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T6;Used;Used;Aveiro,Aveiro,Santa Joana;235000;262;896,95;1 970 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
29/08/18;Houses;T3;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;575000;385;1493,51;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);170000;109;1559,63;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;85000;133;639,10;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Santa Joana;300000;111;2702,70;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
16/08/18;Houses;T5;Used;Used;Aveiro,Aveiro,Esgueira;300000;450;666,67;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
07/09/20;Houses;T4;Under Construction;Under Construction;Aveiro,êlhavo,êlhavo (S‹o Salvador);280000;250;1120,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Esgueira;650000;305;2131,15;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Requeixo, Nossa Senhora de F‡tima e Nariz;330000;320;1031,25;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;380000;128;2968,75;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,S‹o Bernardo;209000;163;1282,21;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,Santa Joana;260000;120;2166,67;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,S‹o Jacinto;275000;447;615,21;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;485000;211;2298,58;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;To Recuperate;To Recuperate;Aveiro,Aveiro,Santa Joana;90000;56;1607,14;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;880000;319;2758,62;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;To Recuperate;To Recuperate;Aveiro,Aveiro,S‹o Bernardo;59500;54;1101,85;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,S‹o Jacinto;350000;350;1000,00;0 Û/sqm;8 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,Aveiro,Esgueira;200000;166;1204,82;0 Û/sqm;10 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T3;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;375000;211;1777,25;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/09/20;Houses;T2;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;345000;100;3450,00;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);95000;73;1301,37;1 900 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,S‹o Bernardo;219000;150;1460,00;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Santa Joana;360000;309;1165,05;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Bernardo;275000;338;813,61;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T3;To Recuperate;To Recuperate;Aveiro,Aveiro,Santa Joana;126000;65;1938,46;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Esgueira;435000;219;1986,30;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;425000;239;1778,24;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Santa Joana;650000;236;2754,24;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;425000;230;1847,83;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Santa Joana;358000;300;1193,33;2 005 Û/sqm;127 Û/sqm;40 Û/sqm;-8 Û/sqm;
17/08/18;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Esgueira;275000;235;1170,21;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Under Project;Under Project;Aveiro,Aveiro,Gl—ria e Vera Cruz;450000;220;2045,45;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;335000;228;1469,30;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;170000;120;1416,67;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Gl—ria e Vera Cruz;880000;358;2458,10;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;318000;277;1148,01;2 004 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;450000;278;1618,71;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
08/05/19;Houses;T3;Used;Used;Aveiro,Aveiro,Esgueira;85000;92;923,91;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;New;New;Aveiro,Aveiro,S‹o Bernardo;340000;300;1133,33;0 Û/sqm;9 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Santa Joana;197000;320;615,63;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz;460000;225;2044,44;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,S‹o Bernardo;420000;276;1521,74;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Used;Used;Aveiro,Aveiro,Santa Joana;65000;82;792,68;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;340000;171;1988,30;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;New;New;Aveiro,êlhavo,êlhavo (S‹o Salvador);165000;72;2291,67;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Santa Joana;650000;330;1969,70;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;To Recuperate;To Recuperate;Aveiro,Aveiro,S‹o Bernardo;69500;64;1085,94;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;340000;338;1005,92;0 Û/sqm;5 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Bernardo;340000;384;885,42;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;360000;240;1500,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T6;Used;Used;Aveiro,êlhavo,êlhavo (S‹o Salvador);250000;130;1923,08;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Santa Joana;243000;155;1567,74;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,S‹o Bernardo;295000;232;1271,55;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
07/09/20;Houses;T4;Under Construction;Under Construction;Aveiro,êlhavo,êlhavo (S‹o Salvador);350000;207;1690,82;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Bernardo;353000;360;980,56;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,Santa Joana;340000;230;1478,26;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Used;Used;Aveiro,Aveiro,S‹o Bernardo;295000;190;1552,63;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
07/09/20;Houses;T4;Under Construction;Under Construction;Aveiro,êlhavo,êlhavo (S‹o Salvador);290000;228;1271,93;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,Santa Joana;275000;128;2148,44;1 993 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;Ruin;Ruin;Aveiro,Aveiro,S‹o Bernardo;110000;70;1571,43;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Bernardo;400000;229;1746,72;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;335000;210;1595,24;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;295000;234;1260,68;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T2;To Recuperate;To Recuperate;Aveiro,êlhavo,êlhavo (S‹o Salvador);75000;120;625,00;0 Û/sqm;4 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Project;Under Project;Aveiro,Aveiro,S‹o Bernardo;315000;237;1329,11;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;485000;211;2298,58;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,S‹o Bernardo;325000;210;1547,62;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T4;Used;Used;Aveiro,Aveiro,Santa Joana;280000;191;1465,97;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
28/10/19;Houses;T3;Used;Used;Aveiro,Aveiro,Santa Joana;169000;155;1090,32;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,S‹o Bernardo;340000;228;1491,23;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;340000;225;1511,11;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;New;New;Aveiro,Aveiro,Santa Joana;360000;225;1600,00;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
28/10/19;Houses;T6;Used;Used;Aveiro,Aveiro,Santa Joana;280000;262;1068,70;0 Û/sqm;;0 Û/sqm;0 Û/sqm;
13/05/21;Houses;T2;Ruin;Ruin;Aveiro,Aveiro,S‹o Bernardo;107500;70;1535,71;0 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T4;Under Construction;Under Construction;Aveiro,Aveiro,Santa Joana;340000;183;1857,92;0 Û/sqm;2 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;New;New;Aveiro,Aveiro,S‹o Bernardo;219000;236;927,97;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T3;Used;Used;Aveiro,Aveiro,Santa Joana;220000;95;2315,79;2 021 Û/sqm;3 Û/sqm;41 Û/sqm;-9 Û/sqm;
13/05/21;Houses;T5;Used;Used;Aveiro,Aveiro,S‹o Bernardo;299000;239;1251,05;0 Û/sqm;1 Û/sqm;41 Û/sqm;-9 Û/sqm;
