Entry Date;Property type;Tipology;Condition;Location;Price;Areas (sqm);euros/sqm;Built year;Latitude;Longitude;Characteristics;Mister URL;;;;;;;;;;;
10/09/20;Apartments;T2;New;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;262500;100 sqm;2625;;40,6387672;-8,650039;Balcony, Suite, Elevator, Central Heating, Storage;http://primeavm.prime-yield.com/property/5791215;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;185000;105 sqm;1762;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791216;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;202500;125 sqm;1620;;40,6387672;-8,650039;Elevator, Suite, Central Heating;http://primeavm.prime-yield.com/property/5791217;;;;;;;;;;;
10/09/20;Apartments;T2;New;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;237500;100 sqm;2375;;40,6387672;-8,650039;Balcony, Ar Condicionado, Suite;http://primeavm.prime-yield.com/property/5791218;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;265000;91 sqm;2914;;40,6387672;-8,650039;Suite, Balcony, Ar Condicionado, Elevator;http://primeavm.prime-yield.com/property/5791219;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;180000;90 sqm;1992;;40,6387672;-8,650039;Balcony, Suite;http://primeavm.prime-yield.com/property/5791220;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida da Fora AŽrea Portuguesa - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;185000;85 sqm;2176;1999;40,647166;-8,644656;Box, Equipped kitchen, Suite, Balcony, Central Heating, Fireplace, Elevator, Furnished;http://primeavm.prime-yield.com/property/5791221;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;245000;100 sqm;2450;;40,6387672;-8,650039;Central Heating, Balcony, Elevator;http://primeavm.prime-yield.com/property/5791222;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;189500;90 sqm;2106;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791223;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;175000;93 sqm;1882;;40,6481769;-8,638432283;Elevator;http://primeavm.prime-yield.com/property/5791224;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;240000;100 sqm;2389;;40,6387672;-8,650039;Elevator, Central Heating, Balcony, Terrace;http://primeavm.prime-yield.com/property/5791225;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;235000;81 sqm;2901;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791226;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;180000;90 sqm;1992;;40,6387672;-8,650039;Balcony, Suite, Ar Condicionado, Elevator;http://primeavm.prime-yield.com/property/5791227;;;;;;;;;;;
10/09/20;Apartments;T2;New;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;235000;95 sqm;2474;2019;40,641054;-8,609025;Suite, Balcony, Central Heating;http://primeavm.prime-yield.com/property/5791228;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;217500;96 sqm;2266;;40,6387672;-8,650039;Balcony, Ar Condicionado;http://primeavm.prime-yield.com/property/5791229;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;235000;81 sqm;2901;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791230;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;377500;118 sqm;3199;;40,64105;-8,60903;Elevator, Central Heating, Suite, Equipped kitchen, Box, Gated community, Terrace, Balcony;http://primeavm.prime-yield.com/property/5791231;;;;;;;;;;;
10/09/20;Apartments;T2;New;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;180000;63 sqm;2863;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791232;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;260000;97 sqm;2680;;40,6387672;-8,650039;;http://primeavm.prime-yield.com/property/5791233;;;;;;;;;;;
10/09/20;Apartments;T2;New;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;196000;90 sqm;2178;;40,6405067;-8,653754;Elevator, Terrace;http://primeavm.prime-yield.com/property/5791234;;;;;;;;;;;
10/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;265000;90 sqm;2944;;40,64786;-8,66252;Ar Condicionado;http://primeavm.prime-yield.com/property/5791235;;;;;;;;;;;
13/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Cais das Falcoeiras, Gl—ria e Vera Cruz, Aveiro;230000;52 sqm;4423;;40,643412;-8,657351;Elevator, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791236;;;;;;;;;;;
13/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Cais das Falcoeiras, Gl—ria e Vera Cruz, Aveiro;235000;53 sqm;4434;;40,643412;-8,657351;Elevator, Balcony, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791237;;;;;;;;;;;
13/09/20;Apartments;T2;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;240000;110 sqm;2182;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791238;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida dos Congressos da Oposi‹o Democr‡tica, Gl—ria e Vera Cruz, Aveiro;297675;157 sqm;1900;;40,641808;-8,644721;Garden, Suite, Central Heating, Elevator, Storage, Balcony, Accessibility for the disabled, Parking, Gated community;http://primeavm.prime-yield.com/property/5791252;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida dos Congressos da Oposi‹o Democr‡tica, Gl—ria e Vera Cruz, Aveiro;283500;158 sqm;1798;;40,641808;-8,644721;Gated community, Balcony, Central Heating, Garden, Suite, Storage, Elevator, Parking, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791253;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Viela da Folsa, Gl—ria e Vera Cruz, Aveiro;295000;186 sqm;1586;;40,64638639;-8,643530624;Central Heating, Elevator;http://primeavm.prime-yield.com/property/5791254;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida da Fora AŽrea Portuguesa - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;550000;193 sqm;2850;2010;40,64968;-8,645986;Parking, Fireplace, Suite, Box, Balcony, Ar Condicionado, Elevator, Terrace, Central Heating;http://primeavm.prime-yield.com/property/5791255;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua Francisco Ferreira Neves - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;580000;210 sqm;2762;2012;40,647167;-8,648115;Parking, Parking, Balcony, Storage, Suite, Accessibility for the disabled, Elevator;http://primeavm.prime-yield.com/property/5791256;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua de Viseu, Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3169;2019;40,645335;-8,641731;Elevator, Storage, Parking, Central Heating, Balcony, Box, Accessibility for the disabled, Ar Condicionado, Terrace, Suite;http://primeavm.prime-yield.com/property/5791257;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida do Doutor Loureno Peixinho, Gl—ria e Vera Cruz, Aveiro;310800;142 sqm;2189;2011;40,642823;-8,641604;Suite, Balcony, Storage, Garden, Elevator, Central Heating, Parking, Box, Gated community;http://primeavm.prime-yield.com/property/5791258;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida do Doutor Loureno Peixinho, Gl—ria e Vera Cruz, Aveiro;316050;152 sqm;2079;2011;40,642823;-8,641604;Box, Gated community, Central Heating, Storage, Suite, Balcony, Elevator, Garden, Parking;http://primeavm.prime-yield.com/property/5791259;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;283500;142 sqm;1996;2011;40,640505;-8,653753;Parking, Elevator, Storage, Box, Gated community, Central Heating, Balcony, Suite, Garden;http://primeavm.prime-yield.com/property/5791260;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;305550;142 sqm;2152;2011;40,640505;-8,653753;Garden, Balcony, Storage, Parking, Elevator, Central Heating, Box, Gated community, Suite;http://primeavm.prime-yield.com/property/5791261;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida do Doutor Loureno Peixinho, Gl—ria e Vera Cruz, Aveiro;296000;152 sqm;1947;2011;40,642823;-8,641604;Suite, Central Heating, Storage, Garden, Balcony, Elevator, Parking, Box, Gated community;http://primeavm.prime-yield.com/property/5791262;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;291000;142 sqm;2049;2011;40,640505;-8,653753;Elevator, Storage, Suite, Central Heating, Balcony, Garden, Parking, Box, Gated community;http://primeavm.prime-yield.com/property/5791263;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;296000;142 sqm;2085;2011;40,640505;-8,653753;Box, Gated community, Balcony, Elevator, Central Heating, Parking, Garden;http://primeavm.prime-yield.com/property/5791264;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;291000;143 sqm;2035;2011;40,640505;-8,653753;Garden, Elevator, Box, Gated community, Ar Condicionado, Storage, Balcony, Suite, Parking, Central Heating;http://primeavm.prime-yield.com/property/5791265;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;310800;143 sqm;2173;2011;40,640505;-8,653753;Central Heating, Balcony, Box, Gated community, Garden, Elevator, Storage, Ar Condicionado, Parking, Suite;http://primeavm.prime-yield.com/property/5791266;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;296000;143 sqm;2070;2011;40,640505;-8,653753;Suite, Storage, Box, Gated community, Central Heating, Balcony, Elevator, Garden, Parking, Ar Condicionado;http://primeavm.prime-yield.com/property/5791267;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida do Doutor Loureno Peixinho, Gl—ria e Vera Cruz, Aveiro;297675;142 sqm;2096;2011;40,642823;-8,641604;Elevator, Box, Gated community, Suite, Storage, Balcony, Central Heating, Parking, Garden;http://primeavm.prime-yield.com/property/5791268;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;305550;143 sqm;2137;2011;40,640505;-8,653753;Garden, Balcony, Box, Gated community, Ar Condicionado, Elevator, Storage, Suite, Parking, Central Heating;http://primeavm.prime-yield.com/property/5791270;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;316050;153 sqm;2066;2011;40,640505;-8,653753;Central Heating, Storage, Box, Gated community, Garden, Balcony, Elevator, Ar Condicionado, Parking, Suite;http://primeavm.prime-yield.com/property/5791271;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Praa da Repœblica, Gl—ria e Vera Cruz, Aveiro;302925;153 sqm;1980;2011;40,640505;-8,653753;Suite, Elevator, Box, Gated community, Central Heating, Storage, Balcony, Garden, Parking, Ar Condicionado;http://primeavm.prime-yield.com/property/5791274;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida da Fora AŽrea Portuguesa - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;610000;251 sqm;2430;2013;40,64807;-8,647044;Accessibility for the disabled, Balcony, Box, Gated community, Suite, Elevator, Storage, Central Heating, Parking, Terrace;http://primeavm.prime-yield.com/property/5791277;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida Adelino Amaro da Costa - Forca, Gl—ria e Vera Cruz, Aveiro;268500;152 sqm;1766;2001;40,6398621;-8,640896;Equipped kitchen, Fireplace;http://primeavm.prime-yield.com/property/5791280;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Avenida da Fora AŽrea Portuguesa - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;260000;115 sqm;2261;2005;40,64828;-8,646583;Parking, Accessibility for the disabled, Balcony, Elevator, Suite, Central Heating;http://primeavm.prime-yield.com/property/5791283;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;435000;179 sqm;2427;;40,6387672;-8,650039;Storage, Balcony, Ar Condicionado, Suite;http://primeavm.prime-yield.com/property/5791287;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;610000;252 sqm;2421;;40,6387672;-8,650039;Suite, Balcony, Elevator, Central Heating;http://primeavm.prime-yield.com/property/5791289;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;360000;164 sqm;2202;;40,6405067;-8,653754;Central Heating, Elevator, Furnished, Fireplace, Balcony, Accessibility for the disabled, Equipped kitchen;http://primeavm.prime-yield.com/property/5791292;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Sem Nome, Gl—ria e Vera Cruz, Aveiro;330000;170 sqm;1941;;40,641808;-8,644721;Equipped kitchen, Box, Central Heating, Suite, Elevator, Storage, Accessibility for the disabled, Balcony;http://primeavm.prime-yield.com/property/5791295;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua Ant—nio da Rocha Madail - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;260000;115 sqm;2261;2005;40,641054;-8,609025;Balcony, Elevator, Suite, Central Heating;http://primeavm.prime-yield.com/property/5791299;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;210000;101 sqm;2081;;40,63369608;-8,64868994;Furnished, Elevator, Balcony;http://primeavm.prime-yield.com/property/5791302;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3161;;40,6450449;-8,642541273;Elevator;http://primeavm.prime-yield.com/property/5791305;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;430000;153 sqm;2807;;40,6405067;-8,653754;Balcony, Terrace, Central Heating, Ar Condicionado;http://primeavm.prime-yield.com/property/5791307;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;260000;156 sqm;1668;2005;40,6405067;-8,653754;Elevator, Balcony, Central Heating;http://primeavm.prime-yield.com/property/5791311;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua de Viseu, Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3169;;40,645302;-8,642604;Central Heating, Elevator, Suite, Balcony;http://primeavm.prime-yield.com/property/5791316;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310000;174 sqm;1782;;40,6387672;-8,650039;Balcony;http://primeavm.prime-yield.com/property/5791319;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310800;157 sqm;1983;;40,6405067;-8,653754;Balcony, Elevator, Gated community, Equipped kitchen, Accessibility for the disabled, Storage, Garden;http://primeavm.prime-yield.com/property/5791321;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;316050;168 sqm;1881;;40,6405067;-8,653754;Garden, Equipped kitchen, Gated community, Balcony, Elevator, Storage, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791324;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;466000;166 sqm;2807;2021;40,64786;-8,66252;Accessibility for the disabled, Ar Condicionado, Elevator;http://primeavm.prime-yield.com/property/5791327;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;461000;166 sqm;2777;2021;40,64786;-8,66252;Elevator, Ar Condicionado, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791330;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;270000;230 sqm;1174;;40,6405067;-8,653754;Balcony, Central Heating;http://primeavm.prime-yield.com/property/5791333;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3161;;40,6405067;-8,653754;Central Heating, Balcony, Terrace, Equipped kitchen, Elevator, Storage;http://primeavm.prime-yield.com/property/5791335;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;297675;126 sqm;2363;2017;40,64786;-8,66252;Central Heating, Garden, Accessibility for the disabled, Balcony, Elevator, Gated community;http://primeavm.prime-yield.com/property/5791339;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;291000;157 sqm;1854;2014;40,6405067;-8,653754;Gated community, Equipped kitchen, Accessibility for the disabled, Central Heating, Storage, Garden, Elevator, Balcony;http://primeavm.prime-yield.com/property/5791340;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;305550;126 sqm;2425;2017;40,64786;-8,66252;Balcony, Accessibility for the disabled, Gated community, Central Heating, Elevator, Garden;http://primeavm.prime-yield.com/property/5791343;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;302925;126 sqm;2404;2017;40,64786;-8,66252;Garden, Gated community, Balcony, Accessibility for the disabled, Elevator, Central Heating;http://primeavm.prime-yield.com/property/5791346;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310800;126 sqm;2467;2017;40,64786;-8,66252;Central Heating, Balcony, Garden, Gated community, Elevator, Accessibility for the disabled;http://primeavm.prime-yield.com/property/5791349;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3161;;40,6405067;-8,653754;Accessibility for the disabled, Ar Condicionado, Storage, Balcony, Elevator, Equipped kitchen;http://primeavm.prime-yield.com/property/5791352;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;315000;220 sqm;1432;;40,6387672;-8,650039;Terrace, Fireplace, Central Heating;http://primeavm.prime-yield.com/property/5791355;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua Feira de Maro, Gl—ria e Vera Cruz, Aveiro;488500;166 sqm;2943;;40,641299;-8,646937;Balcony, Suite, Elevator, Ar Condicionado, Parking;http://primeavm.prime-yield.com/property/5791358;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;451000;162 sqm;2786;;40,6387672;-8,650039;Elevator, Balcony, Ar Condicionado, Accessibility for the disabled, Suite;http://primeavm.prime-yield.com/property/5791361;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;451000;162 sqm;2786;;40,6387672;-8,650039;Elevator, Suite, Accessibility for the disabled, Ar Condicionado, Balcony;http://primeavm.prime-yield.com/property/5791364;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;220000;180 sqm;1222;;40,6387672;-8,650039;Balcony, Elevator, Furnished, Storage;http://primeavm.prime-yield.com/property/5791366;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;450000;142 sqm;3169;;40,64786;-8,66252;Elevator, Ar Condicionado, Balcony;http://primeavm.prime-yield.com/property/5791369;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua Ant—nio da Rocha Madail - Urbaniza‹o S‡ Barrocas, Gl—ria e Vera Cruz, Aveiro;610000;251 sqm;2430;2013;40,641054;-8,609025;Elevator, Equipped kitchen, Balcony, Suite, Central Heating, Terrace;http://primeavm.prime-yield.com/property/5791372;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;285000;186 sqm;1532;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791375;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Sem Nome, Gl—ria e Vera Cruz, Aveiro;297675;142 sqm;2096;2011;40,641054;-8,609025;Elevator, Garden, Equipped kitchen, Suite, Balcony;http://primeavm.prime-yield.com/property/5791377;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Rua de S‹o Roque, Gl—ria e Vera Cruz, Aveiro;550000;193 sqm;2850;2010;40,64568031;-8,652844995;Elevator, Suite, Central Heating, Balcony, Fireplace, Equipped kitchen;http://primeavm.prime-yield.com/property/5791379;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;298000;183 sqm;1628;;40,6387672;-8,650039;Balcony, Elevator;http://primeavm.prime-yield.com/property/5791381;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310000;180 sqm;1720;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791382;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;240000;181 sqm;1326;;40,6387672;-8,650039;Balcony, Fireplace;http://primeavm.prime-yield.com/property/5791383;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310000;180 sqm;1722;;40,6387672;-8,650039;Elevator;http://primeavm.prime-yield.com/property/5791384;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;270000;230 sqm;1174;;40,647498;-8,644453;Elevator;http://primeavm.prime-yield.com/property/5791385;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;310000;205 sqm;1512;;40,6387672;-8,650039;Elevator, Suite, Balcony, Ar Condicionado;http://primeavm.prime-yield.com/property/5791386;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;303000;130 sqm;2331;2017;40,64786;-8,66252;Central Heating, Gated community;http://primeavm.prime-yield.com/property/5791387;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;395000;227 sqm;1740;;40,6387672;-8,650039;Central Heating, Fireplace, Storage, Balcony, Suite, Terrace;http://primeavm.prime-yield.com/property/5791388;;;;;;;;;;;
21/09/20;Apartments;T4;Used;Aveiro,Aveiro,Gl—ria e Vera Cruz,Gl—ria e Vera Cruz, Aveiro;510000;172 sqm;2965;;40,64105;-8,60903;Box, Gated community, Equipped kitchen, Elevator, Central Heating, Suite;http://primeavm.prime-yield.com/property/5791389;;;;;;;;;;;
